X,ABIBAL,ABIBAL2,ACEPEN,ACEPEN2,ACERUB,ACESAC,ACESAC2,ACESPI,ACESPI2,ACHMIL,ACTPAC,ACTRUB,ACTSPP,AGEALT,AGRPER,AGRSCA,AGRSPP,AGRSTO,ALNINC,ALNRUG,AMECFB,AMESAN,AMESPI,AMESPP,AMESPP2,ANAMAR,ANEQUI,APOAND,ARANUD,ARARAC,ARITRI,AROFLO,ASACAN,ATHANG,BARVUL,BERTHU,BETALL,BETALL2,BETCOR,BETCOR2,BETLEN,BETPAP,BETPOP,BETSPP,BIDSPP,BOTVIR,BRAARI,BRAERE,CARALB,CARARC,CARBRU,CARCAB,CARCOM,CARCRI,CARDEB,CARDEW,CARDIP,CARECH,CAREXWIMPY,CARFOL,CARGRA,CARGYN,CARINT,CARLAX,CARLEP,CARLUR,CARNOV,CARPED,CARPEN,CARPLA,CARPRO,CARROS,CARSCA,CARSCO,CARSPP,CARSTI,CARTRI,CAUTHA,CHAANG,CHACAL,CHACAN,CHEGLA,CHIUMB,CHRAME,CINLAT,CIRALP,CLEVIR,CLIBOR,COPTRI,CORALT,CORCOR,CRAINT,CRASPP,CRECAP,CRESPP,CYPACA,DANCOM,DANSPI,DENDEN,DENOBS,DENPUN,DEPACR,DICACU,DIELON,DIPDIG,DOEUMB,DRYCAM,DRYCAR,DRYCRI,DRYINT,DRYMAR,EPICIL,EPIHEL,EPISPP,EPIVIR,EQUARV,ERIPUL,ERYAME,EURDIV,EURMAC,EUTGRA,FAGGRA,FAGGRA2,FALCIL,FRAAME,FRAPEN,FRAVES,FRAVIR,GALAPA,GALASP,GALSPP,GALTET,GALTRI,GAUHIS,GAUPRO,GLYBOR,GLYMEL,GOOPUB,GOOSPP,GOOTES,GYMDRY,HAMVIR,HAMVIR2,HIEPAN,HIESCA,HIESPP,HUPLUC,HYDAME,ILEMUC,IMPCAP,JUNEFF,LACBIE,LACSPP,LAPCAN,LINBOR,LOBCAR,LONCAN,LONSPP,LUZMUL,LYCCLA,LYCHIC,LYCSPP,LYCUNI,LYSCIL,LYSTER,MAICAN,MAIRAC,MATSTR,MEDVIR,MITREP,MONUNI,NABALT,NABSPP,NABTRI,OCLACU,ONOSEN,OSMCIN,OSMCLA,OSMCLT,OSMREG,OXAMON,OXASTR,PARNOV,PHECON,PICRUB,PICRUB2,PINRES,PINSTR,PLACLA,POAALS,POLACR,POLAPP,POLPUB,POLVIR,POPGRA,POPSPP,POPTRE,POTREC,POTSIM,PREALT,PRUPEN,PRUSER,PRUSPP,PRUVIR,PRUVUL,PRYOLA,PTEAQU,PYRELL,PYRSPP,QUERUB,RANREC,RANSPP,RHOCAN,RIBGLA,RIBLAC,RIBSPP,RIBTRI,ROSPAL,RUBALL,RUBCAN,RUBDAL,RUBFLA,RUBHIS,RUBIDA,RUBPEN,RUBPUB,RUBSPP,RUBVER,SALBEB,SAMRAC,SAMSPP,SCIATR,SCICYP,SCIPED,SCISPP,SCOAUT,SCULAT,SOLCAE,SOLCAN,SOLFLE,SOLMAC,SOLRUG,SOLSPP,SORAME,SORDEC,SORSPP,SPIALB,SPIANN,SPILAT,SPITOM,STRAMP,STRLAN,STRSPP,SYMCOR,SYMLAT,SYMPUN,SYMRAC,TAROFF,THAPUB,THEPAL,THESPP,TIACOR,TILAME,TRIARI,TRIBOR,TRIERE,TRIGRA,TRISPP,TRITRI,TRIUND,TSUCAN,TSUCAN2,ULMAME,UNK002,UNK004,UNK007,UNK009,UNK010,UNK013,UNK016,UNK017,UNK019,UNK021,UNK024,UNK029,UNK030,UNK031,UNK033,UNK035,UNK036,UNK039,UNK041,UNK042,UNK043,UNK044,UVUSES,VACANG,VACCOR,VACMYR,VIBACE,VIBDEN,VIBLAN,VIBLAN2,VIBLEN,VIBNUD,VIBOPU,VIOBLA,VIOCUC,VIOPAL,VIOPUB,VIOROT,VIOSEL,VIOSOR,VIOSPP,ZIZAUR
29,0,0,102.8,0,0.01,77.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,704,0,0,0,0,0,0,0,0,0,0,0,46,727,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,117.4,0,0,0,0,0,0,0,0,0,0,0,19.6,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.4,0,0,0,0,0,714,0,0,0,0,1.6,0,0,0,0.01,0,0,0,0
33,0,0,487.2,0,14.8,68.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,0,0,0,0,0,0,1.6,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,68,0,0,0,0,0,0,0,0,0,0,0,293.4,0,0,81.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,9,9.6,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,71.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,38.4,0.01,0,8,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0.01,0,0,0,0,4.8,0,0,0,44,0,0,0,0
34,12,0,26,0,92,69.6,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0.6,0,0,0,0,0,0.01,0,0,0,16,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0.01,0,0,39,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,81.4,0,0,15.6,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.2,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0
35,0.01,0,0.01,0,24,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,385.2,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0.01,715.2,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.01,0,0,0,0.01,0,0.01,0,0,0,0,0,1.2,0,90,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,1131,0,0,0.01,0,0.01,0,0,0,1,0,0,0,0
44,0.01,0,916,0,0,152.4,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.8,0,28.8,0,0,60,0,0,1323.6,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,376,0,0,0,0,0,0,0,0,0,0,0,300,0,0,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,10,0,250,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0.01,0,0,34.6,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494.4,0,0,0,0,0,0,0,0,0,0,703.6,0,0,0,220,0,0,0,0
46,0.01,0,439,0,0.01,32,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,50.4,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,46.2,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,294,0,0,0,0,0,0,0,0,0,0.01,0,0.01,559,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,8,0,27,0.01,0,0,0.01,0,0.01,0,0,0,0,0,57,0,0.01,0,0,2,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0.01,0,0,0,0,0,0,0,0,0,0,59,0,0,31.4,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0.01,0,11.4,0,10.8,11.2,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1838,0,0,0,0,0,0,0,0,0,0,0,635,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.6,0,0,0,0,0,4041,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0.01,0,24.4,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.6,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,388,0,0,0,0,0,0,0,0,0,0,0,1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,17.8,0,0,0,212,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,1866,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0.01,0,55.2,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0.9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0.4,0,1.2,0,176.1,1.2,0,0.01,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,78.4,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,15,0,0,0,0,0,0,0,0,0,0,0.01,0,8,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,129.2,312,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,128.8,0,0,4.8,0,0,0,0,0,0.01,0,0,0.01,0,0,0.01,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,6.8,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4,0,0,0,0,328,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,0,0,0,0,27.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0,0,0,0,0,162,0,0,0,0,0.01,0,0,0,0,0,0,0,0
58,0,0,6.4,0,9.6,77.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,89.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,348,0,0,0,0,0,0,0,0,0,0,0,20,1469,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.01,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,48,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,2846,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,508.8,0,21.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,40,0,0,354,0,0,0,0,0,0,0,0,0,0,0,2857,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,95.4,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,460,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,0,0,0,0,3772,0,0,0,0,0.01,0,0,0,0,0,0,0,0
61,0,0,1.6,0,0.01,77.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,102,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,49.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3950,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0.01,0,766.6,0,48.4,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1096.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0.7,0,3.4,0,0.01,3.2,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.5,0,0,319,0,0,0,0,0,0,0,0,0,0,0,304,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,10,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0.01,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,97,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,28,0,0,0,68,0,0,0,0,0,0,0.01,0,0,266,0,0,0,0,0,0,0,0,0,0,0,1405,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,24,0,55,0.01,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0.01,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,20,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0,0,0,0,0,8368,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,638.2,0,1.6,12,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,913,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,57.8,36,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,6318,0,0,0,0,0,0,0,0,0,0,0,0,0
